"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"29","20210826_BOTTOM_2_0004_0001.mp4","36721","20210826_TOP_2_0004_0001.mp4","32475","PCFB23","0.31726",476.98831,"6.73875","14.07568","2471.78614","24.81473","85.89156","70.87526","561.11306","-872.52159","-2243.56523","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"30","20210826_BOTTOM_2_0004_0001.mp4","36721","20210826_TOP_2_0004_0001.mp4","32475","PCFB23","0.31726",700.26764,"9.34204","5.46623","4678.03790","14.89184","17.81048","80.84769","1021.89754","-633.31585","-4520.91528","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"33","20210826_BOTTOM_2_0004_0001.mp4","38282","20210826_TOP_2_0004_0001.mp4","34036","PCFB23","0.75131",648.57516,"9.31450","3.15669","3037.52094","14.45032","28.72953","44.85957","569.68758","499.99602","-2941.42712","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"34","20210826_BOTTOM_2_0004_0001.mp4","38282","20210826_TOP_2_0004_0001.mp4","34036","PCFB23","0.75131",679.1111,"4.85788","3.18149","1845.97559","15.13248","88.55983","61.22162","238.03437","-419.00199","-1781.96600","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"35","20210826_BOTTOM_2_0004_0001.mp4","38915","20210826_TOP_2_0004_0001.mp4","34669","PCFB23","0.92732",527.29043,"5.84961","19.02708","2477.52708","21.87231","6.20216","68.31378","16.97993","-922.81989","-2299.18586","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"36","20210826_BOTTOM_2_0004_0001.mp4","38978","20210826_TOP_2_0004_0001.mp4","34732","PCFB23","0.94483",514.24158,"6.22102","11.47267","2194.34318","26.05099","36.24215","34.54164","290.08184","-918.99601","-1971.40581","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"38","20210826_BOTTOM_2_0004_0001.mp4","39093","20210826_TOP_2_0004_0001.mp4","34847","PCFB23","0.97681",542.41515,"3.96648","2.42751","2114.11600","20.92162","14.36318","64.21997","280.10888","701.04159","-1974.73193","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"39","20210826_BOTTOM_2_0004_0001.mp4","39203","20210826_TOP_2_0004_0001.mp4","34957","PCFB23","1.00740",213.52816,"2.04780","0.96974","1460.05839","22.39536","1.24747","61.90888","-128.74837","-541.17142","-1349.93624","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"40","20210826_BOTTOM_2_0004_0001.mp4","40155","20210826_TOP_2_0004_0001.mp4","35909","PCFB23","1.27210",195.33486,"1.41464","9.07993","1228.52608","15.74987","20.92392","69.44877","60.57505","-327.92108","-1182.40211","Chaetodontidae","Heniochus","diphreutes","37365005",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"41","20210826_BOTTOM_2_0004_0001.mp4","40188","20210826_TOP_2_0004_0001.mp4","35942","PCFB23","1.28128",215.81986,"2.47101","4.45765","1404.62632","25.92342","65.25711","78.96994","-111.41573","-603.86746","-1263.29163","Chaetodontidae","Heniochus","diphreutes","37365005",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"42","20210826_BOTTOM_2_0004_0001.mp4","40322","20210826_TOP_2_0004_0001.mp4","36076","PCFB23","1.31854",250.55518,"2.38431","3.21945","1368.77801","26.62049","43.81545","76.15928","-127.58964","-599.90227","-1223.67945","Chaetodontidae","Heniochus","diphreutes","37365005",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"43","20210826_BOTTOM_2_0004_0001.mp4","41410","20210826_TOP_2_0004_0001.mp4","37164","PCFB23","1.62106",907.94282,"43.90503","6.68173","7277.67052","16.59341","40.02920","69.16393","1268.87418","-1646.04716","-6974.59499","Lutjanidae","Aprion","virescens","37346027",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5562",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"45","20210826_BOTTOM_2_0005_0001.mp4","23552","20210826_TOP_2_0005_0001.mp4","19306","PCFB46","1.69336",478.76571,"29.12850","3.91985","4259.92393","15.86104","67.29345","50.63991","524.47205","1039.43674","-4097.73745","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"46","20210826_BOTTOM_2_0005_0001.mp4","23600","20210826_TOP_2_0005_0001.mp4","19354","PCFB46","1.70670",528.20625,"15.72341","1.61295","3793.25586","10.36191","57.56707","63.00279","533.33750","-425.50025","-3731.39259","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"47","20210826_BOTTOM_2_0005_0001.mp4","23753","20210826_TOP_2_0005_0001.mp4","19507","PCFB46","1.74925",467.68701,"34.55241","13.60512","4260.33947","23.77878","78.93525","38.35128","455.30813","-1656.35713","-3898.67515","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"48","20210826_BOTTOM_2_0005_0001.mp4","23804","20210826_TOP_2_0005_0001.mp4","19558","PCFB46","1.76343",449.05987,"10.30572","9.38402","3247.73230","11.66007","70.08885","72.10647","39.58299","-655.18753","-3180.71180","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"49","20210826_BOTTOM_2_0005_0001.mp4","23806","20210826_TOP_2_0005_0001.mp4","19560","PCFB46","1.76398",346.01455,"16.34146","6.06713","4112.22467","20.64768","86.41803","86.23137","-163.53946","1440.80321","-3848.08169","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"50","20210826_BOTTOM_2_0005_0001.mp4","23935","20210826_TOP_2_0005_0001.mp4","19689","PCFB46","1.79985",463.97302,"22.26603","10.96997","4575.15812","24.68310","42.30598","66.96122","677.98342","-1786.24257","-4157.13216","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"51","20210826_BOTTOM_2_0005_0001.mp4","24079","20210826_TOP_2_0005_0001.mp4","19833","PCFB46","1.83989",287.06845,"19.01594","9.46909","4010.54618","28.83188","52.96968","82.55405","-371.89669","1897.95794","-3513.39283","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"54","20210826_BOTTOM_2_0005_0001.mp4","25236","20210826_TOP_2_0005_0001.mp4","20990","PCFB46","2.16160",516.71471,"9.90556","5.89498","2680.18376","18.40760","88.39839","63.10485","-469.51205","-704.15967","-2543.04986","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"56","20210826_BOTTOM_2_0005_0001.mp4","52634","20210826_TOP_2_0005_0001.mp4","48388","PCFB19","0.86030",505.182,"5.97654","17.27520","3181.02956","8.30146","48.33556","78.58932","300.89531","346.98896","-3147.69912","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"57","20210826_BOTTOM_2_0005_0001.mp4","52701","20210826_TOP_2_0005_0001.mp4","48455","PCFB19","0.87893",641.62055,"3.80262","7.01040","2283.34521","9.73728","45.61374","79.62339","106.27272","-371.27359","-2250.45049","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"58","20210826_BOTTOM_2_0005_0001.mp4","52803","20210826_TOP_2_0005_0001.mp4","48557","PCFB19","0.90730",530.85044,"8.23421","9.13647","2615.14955","8.19697","83.10273","66.10029","219.00670","-301.76164","-2588.43257","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"59","20210826_BOTTOM_2_0005_0001.mp4","53199","20210826_TOP_2_0005_0001.mp4","48953","PCFB19","1.01741",360.65888,"18.38835","6.44960","2903.92283","26.24734","88.38956","11.43992","367.33017","-1230.59741","-2604.50885","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"60","20210826_BOTTOM_2_0005_0001.mp4","54471","20210826_TOP_2_0005_0001.mp4","50225","PCFB19","1.37109",243.84709,"19.68622","3.06181","4620.35135","17.09600","77.67088","75.35330","697.53900","1165.46674","-4416.19443","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"61","20210826_BOTTOM_2_0005_0001.mp4","54480","20210826_TOP_2_0005_0001.mp4","50234","PCFB19","1.37359",268.2619,"24.82328","15.36830","4463.24336","20.99696","74.98984","62.39498","979.39029","1264.29211","-4166.88149","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"62","20210826_BOTTOM_2_0005_0001.mp4","54480","20210826_TOP_2_0005_0001.mp4","50234","PCFB19","1.37359",293.93088,"17.49132","5.85795","4464.69111","19.77429","20.14449","73.28789","457.44655","1439.54072","-4201.42022","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"63","20210826_BOTTOM_2_0005_0001.mp4","54480","20210826_TOP_2_0005_0001.mp4","50234","PCFB19","1.37359",290.30005,"26.14169","4.85759","4589.50899","13.34987","87.92597","62.76490","896.07649","565.69979","-4465.49252","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"64","20210826_BOTTOM_2_0005_0001.mp4","54480","20210826_TOP_2_0005_0001.mp4","50234","PCFB19","1.37359",292.70704,"28.90484","0.16015","4650.07721","12.61691","60.91214","56.65195","678.94113","755.46691","-4537.78876","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"65","20210826_BOTTOM_2_0005_0001.mp4","54483","20210826_TOP_2_0005_0001.mp4","50237","PCFB19","1.37443",141.47054,"7.35391","12.79823","2008.78188","27.71770","80.26775","35.11399","339.96615","870.26930","-1778.27417","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"71","20210826_BOTTOM_2_0005_0001.mp4","54484","20210826_TOP_2_0005_0001.mp4","50238","PCFB19","1.37471",368.1855,"28.22193","8.96213","4289.09990","12.89363","65.35211","50.60423","905.28092","310.58626","-4180.95450","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"72","20210826_BOTTOM_2_0005_0001.mp4","54485","20210826_TOP_2_0005_0001.mp4","50239","PCFB19","1.37498",260.23247,"25.81730","7.52835","4592.39234","25.83508","70.18515","70.19296","478.87212","1943.14605","-4133.39235","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"73","20210826_BOTTOM_2_0005_0001.mp4","55171","20210826_TOP_2_0005_0001.mp4","50925","PCFB19","1.56573",274.67622,"18.06554","6.32212","2956.92311","26.50036","87.60911","26.17347","344.34060","-1273.66326","-2646.24370","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"74","20210826_BOTTOM_2_0005_0001.mp4","55177","20210826_TOP_2_0005_0001.mp4","50931","PCFB19","1.56740",287.11698,"8.31603","4.74340","2780.40484","25.22799","63.23773","72.11401","470.40657","1087.70516","-2515.20699","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"75","20210826_BOTTOM_2_0005_0001.mp4","55177","20210826_TOP_2_0005_0001.mp4","50931","PCFB19","1.56740",338.89784,"10.94670","11.78561","3437.66655","21.89296","13.22594","83.29937","325.72898","-1239.73885","-3189.74913","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"76","20210826_BOTTOM_2_0005_0001.mp4","55252","20210826_TOP_2_0005_0001.mp4","51006","PCFB19","1.58825",277.85632,"4.51109","4.09188","1966.53476","11.54117","75.59830","67.18677","181.76775","-348.94458","-1926.77376","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"77","20210826_BOTTOM_2_0005_0001.mp4","55252","20210826_TOP_2_0005_0001.mp4","51006","PCFB19","1.58825",280.05565,"9.03805","11.07535","2897.88854","14.44164","54.36023","62.68789","536.11528","-484.66230","-2806.32158","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"78","20210826_BOTTOM_2_0005_0001.mp4","55252","20210826_TOP_2_0005_0001.mp4","51006","PCFB19","1.58825",262.69261,"14.36510","2.26890","2974.96165","25.01831","68.54778","44.86257","441.92859","-1177.96513","-2695.82901","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"79","20210826_BOTTOM_2_0005_0001.mp4","55252","20210826_TOP_2_0005_0001.mp4","51006","PCFB19","1.58825",284.67581,"5.46617","5.01163","3156.95491","14.66119","30.81456","81.11013","558.35365","-571.57313","-3054.16268","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"80","20210826_BOTTOM_2_0005_0001.mp4","55252","20210826_TOP_2_0005_0001.mp4","51006","PCFB19","1.58825",235.00165,"12.30993","6.46313","3762.83896","12.27995","56.69136","67.44000","775.49562","197.75493","-3676.74537","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"83","20210826_BOTTOM_2_0005_0001.mp4","55255","20210826_TOP_2_0005_0001.mp4","51009","PCFB19","1.58909",305.02409,"17.31179","3.15349","3640.90088","11.42246","79.96557","61.37846","470.36622","-546.50581","-3568.78778","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"84","20210826_BOTTOM_2_0005_0001.mp4","55332","20210826_TOP_2_0005_0001.mp4","51086","PCFB19","1.61050",282.59895,"11.80390","8.50616","3129.44513","13.07112","72.05427","65.29062","207.48053","-676.66159","-3048.36149","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"85","20210826_BOTTOM_2_0005_0001.mp4","55334","20210826_TOP_2_0005_0001.mp4","51088","PCFB19","1.61105",240.28954,"1.96569","11.34456","2299.75312","11.72134","9.77015","85.07012","449.36095","127.86718","-2251.79687","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"86","20210826_BOTTOM_2_0005_0001.mp4","55368","20210826_TOP_2_0005_0001.mp4","51122","PCFB19","1.62051",275.87832,"14.20902","6.90378","3253.79753","13.03613","57.26155","57.51264","-66.92928","-730.88595","-3169.94079","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"87","20210826_BOTTOM_2_0005_0001.mp4","55400","20210826_TOP_2_0005_0001.mp4","51154","PCFB19","1.62941",278.61864,"10.37016","1.99680","3156.74427","9.99651","62.47059","65.57064","442.08821","323.77944","-3108.81959","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"88","20210826_BOTTOM_2_0005_0001.mp4","55401","20210826_TOP_2_0005_0001.mp4","51155","PCFB19","1.62968",248.45285,"15.11702","6.60793","4336.39278","2.20505","32.33909","58.71218","87.76681","-141.89732","-4333.18180","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"89","20210826_BOTTOM_2_0005_0001.mp4","55456","20210826_TOP_2_0005_0001.mp4","51210","PCFB19","1.64498",267.48123,"2.19376","7.48225","2409.88198","15.56048","19.01732","78.51504","636.47662","-113.19498","-2321.55456","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"90","20210826_BOTTOM_2_0005_0001.mp4","55586","20210826_TOP_2_0005_0001.mp4","51340","PCFB19","1.68112",290.79581,"6.34493","4.02729","1896.88334","17.88821","83.62918","48.13554","383.70352","438.46384","-1805.18350","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"91","20210826_BOTTOM_2_0005_0001.mp4","55648","20210826_TOP_2_0005_0001.mp4","51402","PCFB19","1.69836",345.49778,"9.28402","10.12251","2481.15850","18.50507","74.09712","55.26579","451.08227","-645.49786","-2352.87160","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"92","20210826_BOTTOM_2_0005_0001.mp4","56506","20210826_TOP_2_0005_0001.mp4","52260","PCFB19","1.93693",421.04717,"29.98001","8.96110","4976.44273","24.30128","81.70894","68.69402","766.57984","1899.09759","-4535.50063","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"93","20210826_BOTTOM_2_0005_0001.mp4","56660","20210826_TOP_2_0005_0001.mp4","52414","PCFB19","1.97976",347.76719,"13.49838","7.18552","3111.63993","25.93695","84.14521","62.18495","248.75080","1338.04895","-2798.22285","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"94","20210826_BOTTOM_2_0005_0001.mp4","56660","20210826_TOP_2_0005_0001.mp4","52414","PCFB19","1.97976",353.45309,"13.61166","1.22719","3376.59254","4.75032","78.82425","64.43893","218.66816","-174.28774","-3364.99409","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7049","113.5517",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"95","20210826_BOTTOM_2_0006_0001.mp4","13910","20210826_TOP_2_0006_0001.mp4","9664","PCPREF16","0.52858",520.83599,"21.77951","10.11781","5310.83224","10.67537","79.42119","77.39106","140.84118","-973.66678","-5218.91520","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"96","20210826_BOTTOM_2_0006_0001.mp4","14083","20210826_TOP_2_0006_0001.mp4","9837","PCPREF16","0.57669",479.13581,"27.10032","15.42336","4915.52948","23.11976","86.87630","76.73367","-228.24114","-1916.56127","-4520.74429","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"97","20210826_BOTTOM_2_0006_0001.mp4","15088","20210826_TOP_2_0006_0001.mp4","10842","PCPREF16","0.85613",268.71546,"21.80592","7.55213","4188.69003","25.62467","52.34767","62.99325","-775.98919","-1636.87893","-3776.71714","Mullidae","Parupeneus","heptacanthus","37355004",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"101","20210826_BOTTOM_2_0006_0001.mp4","15927","20210826_TOP_2_0006_0001.mp4","11681","PCPREF16","1.08942",555.98985,"32.58349","3.38599","5520.68735","18.26067","71.18297","70.76926","452.43937","-1669.64089","-5242.66981","Lutjanidae","Pristipomoides","sp1",NA,4,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
