"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"92","20220519_BOTTOM_1_0010_0001.mp4","70652","20220519_TOP_1_0010_0001.mp4","68116","264","0.25498",74.29671,"4.33651","9.64654","2255.93371","21.03087","62.65508","72.08530","-728.33571","353.49842","-2105.65973","Labridae","Labroides","dimidiatus","37384028",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"93","20220519_BOTTOM_1_0010_0001.mp4","70891","20220519_TOP_1_0010_0001.mp4","68355","264","0.32143",276.86681,"7.26441","0.23691","2826.04287","4.46982","41.30529","62.23621","-102.34534","195.02102","-2817.44752","Labridae","Bodianus","solatus","37384201",2,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"94","20220519_BOTTOM_1_0010_0001.mp4","70922","20220519_TOP_1_0010_0001.mp4","68386","264","0.33005",175.8612,"10.12471","10.50387","2770.32324","22.09840","53.56436","52.48134","-977.40843","361.71188","-2566.81284","Serranidae","Cephalopholis","sonnerati","37311045",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"95","20220519_BOTTOM_1_0010_0001.mp4","70942","20220519_TOP_1_0010_0001.mp4","68406","264","0.33561",663.8107,"38.58505","6.40433","4368.80464","26.97053","82.02179","27.56759","300.66276","-1958.44871","-3893.65310","Serranidae","Plectropomus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"96","20220519_BOTTOM_1_0011_0001.mp4","1623","20220519_TOP_1_0010_0001.mp4","71015","264","1.06106",301.42631,"28.35790","1.53768","4639.44512","26.78191","88.37399","68.06336","-82.18150","2088.89795","-4141.76323","Mullidae","Parupeneus","cyclostomus","37355025",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"97","20220519_BOTTOM_1_0011_0001.mp4","1623","20220519_TOP_1_0010_0001.mp4","71015","264","1.06106",306.70921,"25.29515","9.09309","4425.33159","28.52772","87.92670","71.11736","-252.16507","2098.36944","-3888.03526","Mullidae","Parupeneus","cyclostomus","37355025",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"98","20220519_BOTTOM_1_0011_0001.mp4","1623","20220519_TOP_1_0010_0001.mp4","71015","264","1.06106",343.88694,"28.59628","2.06713","4581.11963","23.31084","84.94010","64.30924","-182.43433","1803.63430","-4207.16984","Mullidae","Parupeneus","cyclostomus","37355025",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"99","20220519_BOTTOM_1_0011_0001.mp4","1623","20220519_TOP_1_0010_0001.mp4","71015","264","1.06106",274.5497,"22.01445","7.81746","4539.73563","23.25623","78.38158","78.72036","-420.56491","1742.45035","-4170.87419","Mullidae","Parupeneus","cyclostomus","37355025",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"101","20220519_BOTTOM_1_0011_0001.mp4","1932","20220519_TOP_1_0010_0001.mp4","71324","264","1.14698",695.49909,"41.88306","3.98996","4066.94290","16.10298","79.46846","3.64914","605.01658","-952.04886","-3907.37539","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"102","20220519_BOTTOM_1_0011_0001.mp4","4973","20220519_TOP_1_0011_0001.mp4","2437","264","1.99255",636.71842,"33.10813","5.01620","5260.48260","23.44980","79.22606","66.21675","993.97688","-1842.35444","-4826.01464","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"104","20220519_BOTTOM_1_0011_0001.mp4","5317","20220519_TOP_1_0011_0001.mp4","2781","264","2.08820",342.46966,"28.27254","8.44575","5260.43749","23.12490","54.65005","79.53777","-540.34105","1994.05490","-4837.76593","Lutjanidae","Lutjanus","lemniscatus","37346010",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"106","20220519_BOTTOM_1_0011_0001.mp4","7535","20220519_TOP_1_0011_0001.mp4","4999","264","2.70492",315.42314,"10.96108","7.93537","3185.60417","25.42552","50.77189","66.49327","736.52152","-1152.44827","-2877.05977","Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7655","113.5389",NA,NA,NA,"No-take",NA,"81.6","Yes","Yes"
"107","20220519_BOTTOM_1_0011_0001.mp4","39473","20220519_TOP_1_0011_0001.mp4","36937","262","0.02614",734.80366,"20.71805","17.38987","3345.58519","24.65363","83.94171","43.30987","-68.70629","1393.85707","-3040.62201","Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"110","20220519_BOTTOM_1_0011_0001.mp4","44554","20220519_TOP_1_0011_0001.mp4","42018","262","1.43894",498.40224,"4.88475","4.03977","1993.63276","19.82302","85.01480","65.48983","-562.47766","-375.09046","-1875.49930","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"111","20220519_BOTTOM_1_0011_0001.mp4","45062","20220519_TOP_1_0011_0001.mp4","42526","262","1.58019",201.47593,"8.52918","9.28528","3752.02794","16.11649","10.48463","26.87759","434.60967","946.51899","-3604.57070","Chaetodontidae","Heniochus","diphreutes","37365005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"112","20220519_BOTTOM_1_0011_0001.mp4","45162","20220519_TOP_1_0011_0001.mp4","42626","262","1.60800",200.68673,"19.06209","9.23654","4460.41038","28.14392","0.79934","55.86572","75.11548","2102.58048","-3933.03620","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"113","20220519_BOTTOM_1_0011_0001.mp4","46452","20220519_TOP_1_0011_0001.mp4","43916","262","1.96669",554.15738,"46.62765","0.40818","5253.19475","18.97199","85.46640","51.78012","-313.42765","1678.83757","-4967.82876","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"114","20220519_BOTTOM_1_0011_0001.mp4","49457","20220519_TOP_1_0011_0001.mp4","46921","262","2.80224",96.6896,"8.49684","1.94420","1940.24640","21.81636","76.82671","24.68230","-585.96579","-420.20343","-1801.28545","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7635","113.5347",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"116","20220519_BOTTOM_1_0012_0001.mp4","21145","20220519_TOP_1_0012_0001.mp4","18609","265","1.85046",363.0799,"12.75670","2.88018","2774.28517","25.65070","85.83785","51.25214","77.00989","-1198.47108","-2500.87880","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"117","20220519_BOTTOM_1_0012_0001.mp4","21791","20220519_TOP_1_0012_0001.mp4","19255","265","2.03008",313.13732,"7.49507","17.25274","2756.37062","10.25499","74.83182","70.80917","-278.53317","-404.00521","-2712.33812","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"118","20220519_BOTTOM_1_0012_0001.mp4","21791","20220519_TOP_1_0012_0001.mp4","19255","265","2.03008",300.18105,"4.65852","14.91345","2647.96678","9.22772","49.17417","77.61810","-231.87625","355.72414","-2613.69887","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"119","20220519_BOTTOM_1_0012_0001.mp4","21791","20220519_TOP_1_0012_0001.mp4","19255","265","2.03008",359.92985,"24.71427","4.22863","3559.25034","13.13143","71.13335","40.74861","66.05741","805.90759","-3466.18123","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"120","20220519_BOTTOM_1_0012_0001.mp4","22043","20220519_TOP_1_0012_0001.mp4","19507","265","2.10015",452.12108,"13.13101","6.49198","4221.78135","16.65742","69.07044","85.03221","461.95818","1118.52652","-4044.61751","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"121","20220519_BOTTOM_1_0012_0001.mp4","22162","20220519_TOP_1_0012_0001.mp4","19626","265","2.13324",434.65318,"15.61832","3.37260","2596.41063","10.57060","77.82224","30.28508","209.98804","427.51613","-2552.34856","Lethrinidae","Gymnocranius","sp1",NA,3,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7561","113.529",NA,NA,NA,"No-take",NA,"99.2","Yes","Yes"
"1","20220519_BOTTOM_2_0001_0001.mp4","20105","20220519_TOP_2_0001_0001.mp4","20814","266","1.02547",384.42396,"19.55069","4.35436","2996.19038","28.90567","89.47541","4.41192","-445.21445","1378.13542","-2622.91510","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7531","113.5301",NA,NA,NA,"No-take",NA,"98.5","Yes","Yes"
"2","20220519_BOTTOM_2_0001_0001.mp4","20466","20220519_TOP_2_0001_0001.mp4","21175","266","1.12585",317.0361,"10.64460","7.04582","3499.69198","9.51095","36.32592","60.49365","433.63462","382.57458","-3451.58538","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7531","113.5301",NA,NA,NA,"No-take",NA,"98.5","Yes","Yes"
"5","20220519_BOTTOM_2_0002_0001.mp4","4385","20220519_TOP_2_0002_0001.mp4","5094","253","2.14742",533.57875,"21.10082","5.69423","6868.11157","5.02020","20.79538","69.69302","62.90029","597.70700","-6841.76486","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7509","113.538",NA,NA,NA,"No-take",NA,"91.2","Yes","Yes"
"9","20220519_BOTTOM_2_0002_0001.mp4","40552","20220519_TOP_2_0002_0001.mp4","41261","270","0.33033",671.66728,"30.38519","8.67866","6548.13782","21.70374","16.88862","76.51621","-1790.81916","1629.99159","-6083.92991","Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"10","20220519_BOTTOM_2_0002_0001.mp4","40552","20220519_TOP_2_0002_0001.mp4","41261","270","0.33033",615.01023,"15.97509","5.31320","6189.38524","18.75020","22.13181","73.31982","-1968.75191","286.80387","-5860.90856","Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"11","20220519_BOTTOM_2_0002_0001.mp4","40552","20220519_TOP_2_0002_0001.mp4","41261","270","0.33033",662.3379,"58.74835","5.45048","7079.79638","24.07830","47.10748","60.95461","-1532.74765","2448.22766","-6463.77465","Carangidae","Carangoides","spp",NA,2,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"12","20220519_BOTTOM_2_0002_0001.mp4","40635","20220519_TOP_2_0002_0001.mp4","41344","270","0.35341",298.26806,"11.98682","2.24521","3540.49959","26.91034","7.55360","62.13984","467.35952","1532.74514","-3157.11970","Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"13","20220519_BOTTOM_2_0002_0001.mp4","40845","20220519_TOP_2_0002_0001.mp4","41554","270","0.41180",152.28494,"3.25048","3.47407","1405.07143","27.97082","50.74908","30.81701","-361.79496","550.81520","-1240.94027","Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"14","20220519_BOTTOM_2_0002_0001.mp4","41614","20220519_TOP_2_0002_0001.mp4","42323","270","0.62562",50.81108,"2.00989","1.70598","1535.56347","14.34152","28.39621","74.23599","89.04588","369.79065","-1487.70995","SUS","SUS","SUS","2",500,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"15","20220519_BOTTOM_2_0002_0001.mp4","41614","20220519_TOP_2_0002_0001.mp4","42323","270","0.62562",48.14112,"0.98436","3.76360","1259.58314","29.74235","7.81854","14.29089","-35.31412","623.88135","-1093.65198","SUS","SUS","SUS","2",500,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"16","20220519_BOTTOM_2_0002_0001.mp4","42859","20220519_TOP_2_0002_0001.mp4","43568","270","0.97180",211.63403,"4.74109","3.47627","2100.74678","25.67427","27.47615","60.34992","-439.79798","796.84669","-1893.34363","Chaetodontidae","Heniochus","diphreutes","37365005",2,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"17","20220519_BOTTOM_2_0002_0001.mp4","42994","20220519_TOP_2_0002_0001.mp4","43703","270","1.00934",193.2813,"3.21723","3.53246","1719.03236","15.21996","82.63048","68.33742","-425.11529","-151.45740","-1658.73744","Chaetodontidae","Heniochus","diphreutes","37365005",3,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"18","20220519_BOTTOM_2_0002_0001.mp4","43301","20220519_TOP_2_0002_0001.mp4","44010","270","1.09470",268.89088,"14.97121","1.50508","3729.34226","11.57710","78.33095","67.56539","-660.42825","352.10645","-3653.47085","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"19","20220519_BOTTOM_2_0002_0001.mp4","43870","20220519_TOP_2_0002_0001.mp4","44579","270","1.25292",76.37042,"1.14183","1.37489","1271.18686","12.22138","80.70980","87.04852","-190.88280","-189.67585","-1242.37790","Microdesmidae","Ptereleotris","heteroptera","37435018",2,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"20","20220519_BOTTOM_2_0002_0001.mp4","44282","20220519_TOP_2_0002_0001.mp4","44991","270","1.36748",556.67915,"20.81212","11.55320","4797.72314","25.12891","40.06381","80.28186","1037.55247","1753.40101","-4343.64100","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"21","20220519_BOTTOM_2_0002_0001.mp4","44434","20220519_TOP_2_0002_0001.mp4","45143","270","1.40974",304.75001,"28.01695","6.45691","3979.23841","19.03015","80.39163","48.46252","-52.40362","-1296.43402","-3761.76170","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"22","20220519_BOTTOM_2_0002_0001.mp4","44736","20220519_TOP_2_0002_0001.mp4","45445","270","1.49371",488.03418,"5.56435","11.59313","4024.09827","21.55124","35.08199","81.69036","-1471.58684","139.50618","-3742.77131","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"23","20220519_BOTTOM_2_0002_0001.mp4","45122","20220519_TOP_2_0002_0001.mp4","45831","270","1.60104",381.78108,"5.45106","2.06653","3711.52424","13.14818","12.35946","81.94343","-732.18182","-420.34149","-3614.22675","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"24","20220519_BOTTOM_2_0002_0001.mp4","45272","20220519_TOP_2_0002_0001.mp4","45981","270","1.64275",728.59422,"35.97964","2.04893","7711.72449","19.56165","6.31745","73.59983","1865.30555","-1785.38579","-7266.61733","Serranidae","Epinephelus","multinotatus","37311010",1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"26","20220519_BOTTOM_2_0002_0001.mp4","47838","20220519_TOP_2_0002_0001.mp4","48547","270","2.35624",963.43064,"50.22913","13.44707","5943.10294","17.09669","85.57552","61.07230","37.26332","-1746.78607","-5680.47731","Scombridae","Scomberomorus","spp",NA,2,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"27","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",57.46162,"1.90542","1.64439","887.32289","2.89199","77.21156","32.56130","-43.77529","-9.37746","-886.19281","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"28","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",45.58976,"1.34623","0.96387","909.72625","10.88679","89.03496","59.09292","-92.94714","144.50820","-893.35326","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"29","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",55.19093,"1.30841","1.15167","867.63973","12.51511","79.77427","55.57363","-55.83213","179.53386","-847.02365","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"30","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",53.20747,"1.71205","1.12033","1136.10779","19.59170","61.90709","66.77218","-62.41866","375.80562","-1070.33404","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"31","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",53.43934,"1.53968","2.11299","996.95400","14.42075","77.41898","60.02651","-121.99812","216.24169","-965.54299","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"32","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.68697,"2.02586","0.70196","927.41884","13.99140","87.95417","33.10232","-187.70321","122.66053","-899.90422","Apogonidae","Apogon","sp1",NA,7,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"33","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.9093,"1.23448","0.19980","937.52140","17.92595","74.91015","65.34654","-144.06672","-250.02039","-892.00951","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"34","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",45.21714,"2.33983","1.37586","1028.80487","11.98085","50.11891","1.91137","-196.66410","83.26396","-1006.39446","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"35","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.45149,"3.36957","1.27942","1346.02596","23.58204","84.50163","44.52660","-308.44963","441.40011","-1233.61690","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"36","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",60.2729,"1.90214","0.22422","1193.21408","22.85181","68.45727","67.11352","-206.56820","414.79376","-1099.56153","Apogonidae","Apogon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"37","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.86096,"2.19915","1.64449","1215.70159","25.38961","51.27635","51.15629","-123.71570","506.36386","-1098.28066","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"38","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",50.52954,"2.02877","3.18378","962.60016","27.68451","89.82016","10.55829","-40.07611","445.42739","-852.40097","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"39","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",62.80171,"2.72226","2.11567","1128.73120","27.51732","81.61182","18.98115","-142.53979","501.63435","-1001.03922","Apogonidae","Apogon","sp1",NA,7,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"40","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",48.52035,"2.26160","2.54516","1133.93530","30.76239","81.81914","41.56926","-239.92492","528.03172","-974.38586","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"41","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.81716,"2.75611","1.68777","1177.09498","14.64820","66.02819","39.23455","-69.63942","289.40703","-1138.83560","Apogonidae","Apogon","sp1",NA,7,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
"42","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",49.75328,"1.95913","1.67187","1330.90217","15.89753","53.18440","70.57646","-96.51951","351.54837","-1279.99934","Apogonidae","Apogon","sp1",NA,6,"AD","Passing",NA,NA,"2022-05_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387",NA,NA,NA,"No-take",NA,"91","Yes","Yes"
